brand,model,body_type,sub_body_type,seating,fuel_types,transmissions,launch_date,description,pros,cons,summary,header_seo,exterior_design,comfort_convenience,is_popular,popular_rank,engine_summaries,mileage_data,faqs
"Mahindra","Thar","Hatchback","Premium Hatchback",5,"petrol,diesel","manual,automatic","2020-01-01","The Mahindra Thar is a premium hatchback offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium hatchback with advanced technology and superior performance.","Mahindra Thar - Premium Hatchback | Price, Features, Specifications","The Thar features modern design language with premium styling, distinctive front grille, and elegant proportions.","Thar offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Mahindra Thar?"",""answer"":""Mahindra Thar delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Mahindra Thar worth buying?"",""answer"":""Yes, Mahindra Thar offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
"Mahindra","Scorpio N","Hatchback","Premium Hatchback",5,"petrol,diesel","manual,automatic","2020-01-01","The Mahindra Scorpio N is a premium hatchback offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium hatchback with advanced technology and superior performance.","Mahindra Scorpio N - Premium Hatchback | Price, Features, Specifications","The Scorpio N features modern design language with premium styling, distinctive front grille, and elegant proportions.","Scorpio N offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Mahindra Scorpio N?"",""answer"":""Mahindra Scorpio N delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Mahindra Scorpio N worth buying?"",""answer"":""Yes, Mahindra Scorpio N offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
"Mahindra","XUV700","Hatchback","Premium Hatchback",5,"petrol,diesel","manual,automatic","2020-01-01","The Mahindra XUV700 is a premium hatchback offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium hatchback with advanced technology and superior performance.","Mahindra XUV700 - Premium Hatchback | Price, Features, Specifications","The XUV700 features modern design language with premium styling, distinctive front grille, and elegant proportions.","XUV700 offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Mahindra XUV700?"",""answer"":""Mahindra XUV700 delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Mahindra XUV700 worth buying?"",""answer"":""Yes, Mahindra XUV700 offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
"Mahindra","XUV400","Hatchback","Premium Hatchback",5,"petrol,diesel","manual,automatic","2020-01-01","The Mahindra XUV400 is a premium hatchback offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium hatchback with advanced technology and superior performance.","Mahindra XUV400 - Premium Hatchback | Price, Features, Specifications","The XUV400 features modern design language with premium styling, distinctive front grille, and elegant proportions.","XUV400 offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Mahindra XUV400?"",""answer"":""Mahindra XUV400 delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Mahindra XUV400 worth buying?"",""answer"":""Yes, Mahindra XUV400 offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
"Tata Motors","Tiago","Coupe","Premium Coupe",5,"petrol,diesel","manual,automatic","2020-01-01","The Tata Motors Tiago is a premium coupe offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium coupe with advanced technology and superior performance.","Tata Motors Tiago - Premium Coupe | Price, Features, Specifications","The Tiago features modern design language with premium styling, distinctive front grille, and elegant proportions.","Tiago offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Tata Motors Tiago?"",""answer"":""Tata Motors Tiago delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Tata Motors Tiago worth buying?"",""answer"":""Yes, Tata Motors Tiago offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
"Tata Motors","Altroz","MUV","Premium MUV",7,"petrol,diesel","manual,automatic","2020-01-01","The Tata Motors Altroz is a premium muv offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium muv with advanced technology and superior performance.","Tata Motors Altroz - Premium MUV | Price, Features, Specifications","The Altroz features modern design language with premium styling, distinctive front grille, and elegant proportions.","Altroz offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Tata Motors Altroz?"",""answer"":""Tata Motors Altroz delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Tata Motors Altroz worth buying?"",""answer"":""Yes, Tata Motors Altroz offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
"Tata Motors","Tigor","MUV","Premium MUV",7,"petrol,diesel","manual,automatic","2020-01-01","The Tata Motors Tigor is a premium muv offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium muv with advanced technology and superior performance.","Tata Motors Tigor - Premium MUV | Price, Features, Specifications","The Tigor features modern design language with premium styling, distinctive front grille, and elegant proportions.","Tigor offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Tata Motors Tigor?"",""answer"":""Tata Motors Tigor delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Tata Motors Tigor worth buying?"",""answer"":""Yes, Tata Motors Tigor offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
"Tata Motors","Punch","Sedan","Premium Sedan",5,"petrol,diesel","manual,automatic","2020-01-01","The Tata Motors Punch is a premium sedan offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium sedan with advanced technology and superior performance.","Tata Motors Punch - Premium Sedan | Price, Features, Specifications","The Punch features modern design language with premium styling, distinctive front grille, and elegant proportions.","Punch offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Tata Motors Punch?"",""answer"":""Tata Motors Punch delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Tata Motors Punch worth buying?"",""answer"":""Yes, Tata Motors Punch offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
"Tata Motors","Nexon","MUV","Premium MUV",7,"petrol,diesel","manual,automatic","2020-01-01","The Tata Motors Nexon is a premium muv offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium muv with advanced technology and superior performance.","Tata Motors Nexon - Premium MUV | Price, Features, Specifications","The Nexon features modern design language with premium styling, distinctive front grille, and elegant proportions.","Nexon offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Tata Motors Nexon?"",""answer"":""Tata Motors Nexon delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Tata Motors Nexon worth buying?"",""answer"":""Yes, Tata Motors Nexon offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
"Tata Motors","Harrier","MUV","Premium MUV",7,"petrol,diesel","manual,automatic","2020-01-01","The Tata Motors Harrier is a premium muv offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium muv with advanced technology and superior performance.","Tata Motors Harrier - Premium MUV | Price, Features, Specifications","The Harrier features modern design language with premium styling, distinctive front grille, and elegant proportions.","Harrier offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Tata Motors Harrier?"",""answer"":""Tata Motors Harrier delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Tata Motors Harrier worth buying?"",""answer"":""Yes, Tata Motors Harrier offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
"Tata Motors","Safari","Coupe","Premium Coupe",5,"petrol,diesel","manual,automatic","2020-01-01","The Tata Motors Safari is a premium coupe offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium coupe with advanced technology and superior performance.","Tata Motors Safari - Premium Coupe | Price, Features, Specifications","The Safari features modern design language with premium styling, distinctive front grille, and elegant proportions.","Safari offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Tata Motors Safari?"",""answer"":""Tata Motors Safari delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Tata Motors Safari worth buying?"",""answer"":""Yes, Tata Motors Safari offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
"Tata Motors","Curvv","SUV","Premium SUV",5,"petrol,diesel","manual,automatic","2020-01-01","The Tata Motors Curvv is a premium suv offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium suv with advanced technology and superior performance.","Tata Motors Curvv - Premium SUV | Price, Features, Specifications","The Curvv features modern design language with premium styling, distinctive front grille, and elegant proportions.","Curvv offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Tata Motors Curvv?"",""answer"":""Tata Motors Curvv delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Tata Motors Curvv worth buying?"",""answer"":""Yes, Tata Motors Curvv offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
"Tata Motors","Nexon EV","Coupe","Premium Coupe",5,"petrol,diesel","manual,automatic","2020-01-01","The Tata Motors Nexon EV is a premium coupe offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium coupe with advanced technology and superior performance.","Tata Motors Nexon EV - Premium Coupe | Price, Features, Specifications","The Nexon EV features modern design language with premium styling, distinctive front grille, and elegant proportions.","Nexon EV offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Tata Motors Nexon EV?"",""answer"":""Tata Motors Nexon EV delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Tata Motors Nexon EV worth buying?"",""answer"":""Yes, Tata Motors Nexon EV offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
"Tata Motors","Tigor EV","Sedan","Premium Sedan",5,"petrol,diesel","manual,automatic","2020-01-01","The Tata Motors Tigor EV is a premium sedan offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium sedan with advanced technology and superior performance.","Tata Motors Tigor EV - Premium Sedan | Price, Features, Specifications","The Tigor EV features modern design language with premium styling, distinctive front grille, and elegant proportions.","Tigor EV offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Tata Motors Tigor EV?"",""answer"":""Tata Motors Tigor EV delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Tata Motors Tigor EV worth buying?"",""answer"":""Yes, Tata Motors Tigor EV offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
"Toyota","Glanza","Coupe","Premium Coupe",5,"petrol,diesel","manual,automatic","2020-01-01","The Toyota Glanza is a premium coupe offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium coupe with advanced technology and superior performance.","Toyota Glanza - Premium Coupe | Price, Features, Specifications","The Glanza features modern design language with premium styling, distinctive front grille, and elegant proportions.","Glanza offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Toyota Glanza?"",""answer"":""Toyota Glanza delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Toyota Glanza worth buying?"",""answer"":""Yes, Toyota Glanza offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
"Toyota","Urban Cruiser Hyryder","Hatchback","Premium Hatchback",5,"petrol,diesel","manual,automatic","2020-01-01","The Toyota Urban Cruiser Hyryder is a premium hatchback offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium hatchback with advanced technology and superior performance.","Toyota Urban Cruiser Hyryder - Premium Hatchback | Price, Features, Specifications","The Urban Cruiser Hyryder features modern design language with premium styling, distinctive front grille, and elegant proportions.","Urban Cruiser Hyryder offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Toyota Urban Cruiser Hyryder?"",""answer"":""Toyota Urban Cruiser Hyryder delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Toyota Urban Cruiser Hyryder worth buying?"",""answer"":""Yes, Toyota Urban Cruiser Hyryder offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
